Spike-contrast (120.0 s),Spike-contrast (108.0 s),Spike-contrast (97.2 s),Spike-contrast (87.48 s),Spike-contrast (78.732 s),Spike-contrast (70.859 s),Spike-contrast (63.773 s),Spike-contrast (57.396 s),Spike-contrast (51.656 s),Spike-contrast (46.49 s),Spike-contrast (41.841 s),Spike-contrast (37.657 s),Spike-contrast (33.892 s),Spike-contrast (30.502 s),Spike-contrast (27.452 s),Spike-contrast (24.707 s),Spike-contrast (22.236 s),Spike-contrast (20.013 s),Spike-contrast (18.011 s),Spike-contrast (16.21 s),Spike-contrast (14.589 s),Spike-contrast (13.13 s),Spike-contrast (11.817 s),Spike-contrast (10.636 s),Spike-contrast (9.572 s),Spike-contrast (8.615 s),Spike-contrast (7.753 s),Spike-contrast (6.978 s),Spike-contrast (6.28 s),Spike-contrast (5.652 s),Spike-contrast (5.087 s),Spike-contrast (4.578 s),Spike-contrast (4.12 s),Spike-contrast (3.708 s),Spike-contrast (3.338 s),Spike-contrast (3.004 s),Spike-contrast (2.703 s),Spike-contrast (2.433 s),Spike-contrast (2.19 s),Spike-contrast (1.971 s),Spike-contrast (1.774 s),Spike-contrast (1.596 s),Spike-contrast (1.437 s),Spike-contrast (1.293 s),Spike-contrast (1.164 s),Spike-contrast (1.047 s),Spike-contrast (0.943 s),Spike-contrast (0.848 s),Spike-contrast (0.764 s),Spike-contrast (0.687 s),Spike-contrast (0.618 s),Spike-contrast (0.557 s),Spike-contrast (0.501 s),Spike-contrast (0.451 s),Spike-contrast (0.406 s),Spike-contrast (0.365 s),Spike-contrast (0.329 s),Spike-contrast (0.296 s),Spike-contrast (0.266 s),Spike-contrast (0.24 s),Spike-contrast (0.216 s),Spike-contrast (0.194 s),Spike-contrast (0.175 s),Spike-contrast (0.157 s),Spike-contrast (0.141 s),Spike-contrast (0.127 s),Spike-contrast (0.115 s),Spike-contrast (0.103 s),Spike-contrast (0.093 s),Spike-contrast (0.084 s),Spike-contrast (0.075 s),Spike-contrast (0.068 s),Spike-contrast (0.061 s),Spike-contrast (0.055 s),Spike-contrast (0.049 s),Spike-contrast (0.044 s),Spike-contrast (0.04 s),Spike-contrast (0.036 s),Spike-contrast (0.032 s),Spike-contrast (0.029 s),Spike-contrast (0.026 s),Spike-contrast (0.024 s),Spike-contrast (0.021 s),Spike-contrast (0.019 s),Spike-contrast (0.017 s),Spike-contrast (0.015 s),Spike-contrast (0.014 s),Spike-contrast (0.013 s),Spike-contrast (0.011 s),Spike-contrast (0.01 s),group,y,days_after_treatment,chip,recording,file
0.1882855991043733,0.4019057206909386,0.3864962224765921,0.3677162567803094,0.371170598022903,0.3316009992630666,0.2809391942557589,0.2756113841272298,0.2836538908954378,0.2665633035849342,0.2883678905252145,0.277111137074475,0.2930525083015243,0.2560222757988386,0.2085757454051676,0.2127736470467433,0.158503684335631,0.1965752949589996,0.2355432720870514,0.3324054696925513,0.2293098394727648,0.303699078475437,0.2699708824578933,0.2690246804932535,0.2047746478471953,0.286757393974873,0.2431120019174723,0.2893168364689547,0.3462826533610672,0.3311462970913421,0.3943752079866888,0.3527951307128571,0.3635417439073154,0.3864501826402061,0.3875925241909048,0.4061302676684202,0.3972644122133386,0.3983218425664536,0.394240698849123,0.4065623046067623,0.3881345497382343,0.4063763550857648,0.3855033623937918,0.3879718863827435,0.3840922367324564,0.3731153499021321,0.3969453757510823,0.3980440484199471,0.3854400550755212,0.3935933409191374,0.380521279472279,0.3875194836116179,0.3733175341891818,0.3779496042369761,0.3785773941194331,0.3789085809101672,0.3891787398152275,0.3763426734698963,0.3695601156512117,0.3674062364168427,0.3582255447797763,0.3471121342410458,0.3368982920866775,0.3235591817298402,0.308124008516034,0.2990012716834487,0.2843742126959781,0.2635291476675498,0.256133011813367,0.2418768220464506,0.2250390595079563,0.2163890280850089,0.211556953976687,0.2094665666300296,0.2058133836838768,0.2122444290021345,0.203250406283482,0.201563810731421,0.1917218760007124,0.1883706948024322,0.1790104401704314,0.1742261234049739,0.1609682697445466,0.1524094848390047,0.1479140423199271,0.1402224800042081,0.1315452707310703,0.1272629136316529,0.1208447189607263,0.1132075123453884,CTRL,0,1,A1,20231116_005828,window00.csv
0.2428243542747543,0.2067702519829706,0.1289042731638027,0.1488777012592778,0.1536938962946585,0.232427480580279,0.1921638821998782,0.1685654626375611,0.2408617214956307,0.2167706395523735,0.2175330582725188,0.2065371894960341,0.2248217032477207,0.2278892349475603,0.2250239866651349,0.1805744332375521,0.2217850648078713,0.2185705043576015,0.2094477943639646,0.240925044835323,0.2380249883309466,0.2400352967129936,0.3332111715423568,0.2994970702598415,0.2572224262954055,0.3494185433991429,0.2677788313848607,0.3319597024308911,0.3285662855620351,0.268759230304314,0.3088352633479415,0.3173673656864585,0.3762419533500571,0.3529909385403007,0.3580085011320145,0.3656666930631561,0.3694787556153778,0.3697686226197488,0.3611611350044468,0.3570950208740936,0.3690652613475702,0.3572864526204052,0.3548756579783574,0.3504611217517455,0.3534807876893948,0.353626079829594,0.3446445857676524,0.3503585169505551,0.3517994963266546,0.35194511279343,0.3563356672423121,0.3477196356148916,0.3534471801295629,0.3526716689329557,0.3523290346499425,0.3538835037595862,0.3562000696207509,0.3524300555717303,0.3438601091718219,0.3414027391026255,0.3288775395527141,0.3223558818535387,0.3188804491746166,0.3018512013452929,0.286911381394153,0.2793223983018567,0.2652495786834484,0.2551124097233568,0.2373529042043763,0.2271393412788897,0.2148161807163673,0.2059147398086507,0.2010170580826275,0.1931751901600192,0.1972929453439685,0.1893404685954007,0.1913734751684207,0.1861991837781119,0.180305570021621,0.1738782861997531,0.1659701931405884,0.1599418223271273,0.1497670659300726,0.1421039007569025,0.1343578373638541,0.1281328205265219,0.1201140894416021,0.1134646681742521,0.1080816420446689,0.1045726442006358,CTRL,0,1,A1,20231116_005828,window01.csv
0.388160632542655,0.3073214908179044,0.1715857315108251,0.1727947902303166,0.1774269362092564,0.2019552172687367,0.3669808474004651,0.3550692670675201,0.3398481040884558,0.3981151609268902,0.3970092880727843,0.3838430908732506,0.371175855154933,0.3820727472553168,0.3755533562321709,0.3023787414492215,0.2536571818697277,0.2436560780505849,0.2415441346465066,0.296699197871244,0.3010170245228264,0.2367621042417357,0.2916472668388733,0.2998914990477404,0.2791107432989216,0.3072288177513956,0.2782387355108658,0.3476560931009333,0.3638665953272694,0.3117748725746951,0.3078264481428289,0.3608270178708539,0.3042670839853938,0.2822879850890612,0.2954051338266191,0.3370343824440837,0.3271117482134199,0.33484386316542,0.3188106595902263,0.3310502218992894,0.3376454221351708,0.3343215544767728,0.3264244436722139,0.329206638374946,0.3135941249632898,0.3194066873337167,0.3089335311198081,0.3138087573117872,0.318933554498824,0.3249531250730594,0.3230176347917163,0.3223160305236432,0.32006118288469,0.3190206997807048,0.3360938106393226,0.3375710137608887,0.3318327511958366,0.3324005105977078,0.3328662205950427,0.3353088601794574,0.3252264257692865,0.3165191450761455,0.3081195322326492,0.2943172625977827,0.2881412279594327,0.2753548934618244,0.2692790379067364,0.25355700037874,0.2255397045827546,0.2100838371511266,0.2055646733717684,0.204140306826205,0.1862508007312956,0.1904536464251146,0.1843517232672642,0.1821564336713938,0.1788246901111438,0.1682252287636708,0.1629372460454394,0.1612850509896337,0.1596319207731908,0.1449438202247191,0.1396560712966469,0.1299985505010123,0.126421444168572,0.1238157359480424,0.1176806145875707,0.1076210916130118,0.1063912384799899,0.1052581744729201,CTRL,0,1,A1,20231116_005828,window02.csv
0.1603251862633482,0.0860402165506573,0.0487238979118329,0.084605828123902,0.1412199959848318,0.0754574825105974,0.1001754252262322,0.0543074197688637,0.1091100463897424,0.0916762153421086,0.0657739227398517,0.144098584219862,0.1366828552026431,0.0978326608379614,0.1284437955326439,0.1185312184302688,0.140998566707042,0.0986785025175534,0.0806291220702022,0.1771448759909158,0.1818852609107829,0.1675751591385624,0.2197407352221205,0.2047815394244516,0.2322895198049772,0.2987402346056693,0.2738429966169915,0.2461898806774546,0.302104197017932,0.3708598091492142,0.416753358873361,0.4112281199979087,0.3999175844489609,0.399492851674244,0.4135873636049761,0.4151371243876289,0.4096009785955439,0.3969319520009916,0.4070846491273998,0.4038566401445587,0.4150034155295203,0.4141439486813572,0.4027740424180324,0.4211198561154881,0.4256624972723274,0.423880078824192,0.4170432313112736,0.4251883922903817,0.4159969815999942,0.4180836530138208,0.4149264626444831,0.425306143078711,0.4071419727499313,0.3954132420651227,0.3961422577637095,0.3939009095119635,0.3881401744415913,0.3821567767184716,0.3711721174181002,0.363021301564914,0.348943719398901,0.332692276635031,0.3243585545106047,0.3117350659858237,0.2935193808372247,0.2798768858112585,0.2628980797109468,0.2460596620867076,0.2335550838223627,0.2197736159186625,0.2031456190122433,0.1925138574117638,0.1807793447055725,0.1669126617694939,0.1572519707222363,0.144203847556408,0.1334429724215524,0.1246621754317126,0.1169673517165724,0.1070118373928108,0.1021873785650897,0.0948739290051513,0.0909632189669441,0.0849398530210164,0.0814205858304189,0.0789228472986097,0.0725107650272243,0.0710019764544126,0.068849519304674,0.0661452429814734,CTRL,0,1,A1,20231116_165828,window00.csv
0.1672535211267605,0.083406690140845,0.0534771126760563,0.1115757042253521,0.1410658315537843,0.0869278169014084,0.1377640845070422,0.080587475171542,0.145004123842152,0.0943442934602922,0.1577927241340556,0.1051119643832442,0.2019236869097697,0.1010133176215326,0.1767133752843104,0.1452553828719443,0.1585795862338783,0.1409819097963268,0.2071403623570317,0.1569821443573115,0.1909420701208377,0.2221678122627983,0.2099514390624072,0.2193305917401596,0.2806497708077897,0.301492206765096,0.2451253045355002,0.3279055819986289,0.3113730236431842,0.3520265357344153,0.4102926010757099,0.3758809753868624,0.4020162180052956,0.4032595479097,0.3895983739894285,0.3930320358293363,0.3709809918176904,0.3701589997096084,0.3786432384755374,0.3573935252461269,0.3572055079965389,0.368155741936185,0.3584827144686299,0.3680550173149838,0.3654179313167138,0.3745334352063082,0.3733907447214095,0.3733036754860147,0.3804580273786203,0.3784555318265226,0.3788110831029309,0.3817340257802684,0.3793057088127355,0.3697928031805859,0.3732143687388415,0.3633924217251869,0.3625530416212061,0.3494833575617437,0.3481190565487998,0.3296171071691298,0.3157923775044634,0.3044021575166964,0.2902442420072075,0.2822756263224889,0.2723240392324604,0.2505902640018514,0.2426443011059313,0.2267495211143622,0.2145048622131852,0.1989440752496197,0.1868799670824241,0.1753252560772498,0.1639431272936917,0.1518188355485022,0.1407629314620115,0.1316820302684652,0.1220790300783574,0.1179563322939396,0.1069038571216028,0.1001084079299742,0.0954193000210771,0.0901628262828142,0.082638225922436,0.0807028072926998,0.0737942362213185,0.0707384667084077,0.0690630579250148,0.0671137299146994,0.0627265020581233,0.0592352023304734,CTRL,0,1,A1,20231116_165828,window01.csv
0.4992799966746238,0.4175113345573587,0.3801399825021872,0.3412073490813648,0.303485316520204,0.254101069279723,0.3152772790993914,0.2947448265456251,0.2788651418572678,0.327713758851839,0.294114374673995,0.3408951935748989,0.2595336574203067,0.2749227973301336,0.1819225362886835,0.2733866678026045,0.2045520502640631,0.210892681581391,0.1475857184518602,0.1758692112459372,0.2033587928622449,0.1931817146668346,0.2222102721103779,0.2736647761484209,0.2254709115679852,0.3023073313305335,0.2324225852247456,0.2592126748578781,0.29752730773152,0.3365453168047245,0.3429119743007741,0.3939818152019944,0.4371373455726091,0.4310777064279691,0.4377888431342142,0.4229851830155074,0.4260150741551178,0.4297790183229285,0.427981134013974,0.4267327269722211,0.4271818119744514,0.4403240605135882,0.4213440387785225,0.4355441711288642,0.4356440656442379,0.4154234221816364,0.43051715545039,0.4346063897889113,0.44217553332226,0.4320588353110862,0.4396299307001906,0.4325892170302859,0.4227013071310093,0.419589628068145,0.4147555702518812,0.4095787640134951,0.396423332764361,0.4022920144605721,0.3825576556502907,0.3699029200527536,0.3671961426227379,0.3543241259322024,0.3411833910087573,0.3200987307324408,0.3065995687546931,0.2974886377756294,0.2750674538386114,0.2568567161825681,0.2511862307675233,0.2324214722503519,0.2166411904840271,0.2060716746947897,0.1904065141463616,0.1821821849405015,0.1689779445402512,0.1612361957234202,0.1485183883948014,0.1355340570763446,0.1289299467487824,0.1205378600057611,0.1172088105493083,0.1116381887084761,0.1047443872665523,0.0953226902338578,0.0925681242308986,0.087174980934324,0.0824814694896879,0.0799926875573915,0.0752122738813378,0.0715781480945678,CTRL,0,1,A1,20231116_165828,window02.csv
0.2919074107606957,0.2512140617081588,0.1937022665298902,0.2001861907241432,0.2221642972833112,0.2053809440534576,0.2069602685730168,0.1899098515093299,0.1961749710559978,0.1580800311598205,0.1535865769537732,0.1293047972127224,0.1459587857008441,0.1399858125345617,0.1252817617170733,0.1314799515652575,0.1515149387121198,0.109429881811612,0.1095805559122546,0.0904664926498753,0.1261057422411555,0.1343428123512232,0.118612849047573,0.1677312053028615,0.1329001392733376,0.0930002364367429,0.1221332631989191,0.192624681694532,0.2310041313024818,0.3070319138526362,0.2903866780625039,0.2185849192240501,0.3043212722800588,0.2619335834135172,0.3470363054663856,0.4986742569852849,0.5691729483571839,0.591696956441651,0.5743457686942793,0.5743931298757662,0.6253990388993673,0.6392960153565548,0.6470225304126244,0.6627084132621935,0.6708041870725637,0.6648814204533016,0.6599588464368058,0.6537277177268844,0.647668826721129,0.6469972497001227,0.6381966779170476,0.6375321421561266,0.637203449636944,0.6384104472249706,0.6339395183330676,0.6310526751684202,0.6276787961600824,0.6259003975424319,0.6140902485840366,0.6113619161570871,0.6051842981227519,0.5950310645823078,0.5780636179136492,0.5673160997436097,0.5550436184582539,0.5350910737577063,0.514904968175124,0.4953032738063707,0.4724483903149964,0.447516229928663,0.4207019056209198,0.3936667563813149,0.3653709319979625,0.3408756624169687,0.3155925777332503,0.2893507654249093,0.2674764787728834,0.2491170952785265,0.2299056478247959,0.2116893723942514,0.1967122086843122,0.1799510068106244,0.1695685671123065,0.157402586536757,0.148660812610449,0.1418460193146314,0.1341995544388754,0.1299054792558935,0.1281713275811316,0.1220298844992792,CTRL,0,0,A2,20231115_140043,window00.csv
0.1544218121549819,0.0984069273633637,0.0569551593824017,0.086954831158782,0.0962545963816102,0.0596580864077459,0.0775581281746109,0.0793827726583507,0.0905917876993514,0.0706599946398975,0.097387761041985,0.0753623978519533,0.1062084201714756,0.1090240864708838,0.0943327292527802,0.082603948906603,0.0829517111326138,0.1229561391740855,0.079195828525577,0.1088758002773292,0.1121823121942097,0.1349669210294907,0.1206459933288424,0.1247115688091709,0.1576444614704626,0.1630267671015738,0.2100909109073108,0.2218603738246248,0.2126203862639362,0.203517714382519,0.2194544336066381,0.2186941193744479,0.2397354419816746,0.2296999656919691,0.2234817479402808,0.2193652491596123,0.2154353006221595,0.210907252894159,0.2123599347974313,0.2049736902272826,0.2084388597140322,0.2034776576308729,0.1920642322698872,0.1918019691879569,0.1909137603751814,0.1770136463074697,0.1705442644931371,0.1700327622072513,0.1639694296596816,0.1652236931477364,0.1634725309622102,0.1588391082412994,0.163850568375616,0.158367373150314,0.1547523206955765,0.1557128452983728,0.1447585329168113,0.1424068582888437,0.1394011565112553,0.1408829972145797,0.1396622790839301,0.1369985616417635,0.1355727571833113,0.1318279800554991,0.1271193067278312,0.1240228377185383,0.1189892072711805,0.1125844079767002,0.1083319279775803,0.102483066517422,0.097635016368315,0.0914902693094322,0.0880279861059544,0.0848450799255977,0.0799008275372721,0.0739350786146657,0.0696185151265966,0.0664170615505483,0.0617190773605713,0.0587146522775838,0.0560426098730596,0.052062473701146,0.0492468008217618,0.0476299908234761,0.0448429824344282,0.0434476447686021,0.0414621420261874,0.0395623320654879,0.038486374099651,0.0375694330998407,CTRL,0,0,A2,20231115_140043,window01.csv
0.2430017067870433,0.2162133070043539,0.2004088531756918,0.1869429065743944,0.1751777750483878,0.1445268303399791,0.1620907921141935,0.1615569063873562,0.1421086006685825,0.1323684933512939,0.1191695261687952,0.1016574148060277,0.1030823287569297,0.1031183515945761,0.0740049171976573,0.0676027456942313,0.0635224159039235,0.0694060546794863,0.0649080195961711,0.054947314559619,0.0554589286336137,0.0858368488410674,0.0848701586346388,0.0771202896646372,0.0738313623749918,0.0741141961779162,0.0832308488195952,0.0903622709214404,0.0881642051868286,0.0899433942374903,0.0853777086554271,0.0813734668465607,0.0740702282678296,0.0764754703624369,0.0739292884909955,0.076606913301729,0.0719095716165505,0.0724524627580941,0.0716174720703119,0.067743378586884,0.0667151562368441,0.0699545733728206,0.0698304731178222,0.0676968372488314,0.0668703332726279,0.0715663509986037,0.0649965094396891,0.0606337643416499,0.0677855479976183,0.0736696699610916,0.0714328170820836,0.0700443872966003,0.0690336184997275,0.072749272931836,0.0654906404717032,0.0662197862522086,0.0670709614304607,0.073203100410378,0.0731877500834237,0.0795065978026331,0.0817558681226501,0.0781894576012223,0.0723647248560743,0.0738341397164926,0.0704685049269046,0.0690004110742607,0.0617465467766589,0.0616506627075825,0.060543655687392,0.0523932603776295,0.0537170292501287,0.0511877252427533,0.0501203290190491,0.0458313877148661,0.0442924533949545,0.0423288753726607,0.0416913111672513,0.0384051116884775,0.0374752058364563,0.034111181618994,0.0337033001680216,0.0325459066182956,0.031621987284635,0.0301659662440184,0.0302656417747233,0.0283491576968666,0.0270659474862609,0.026626137937365,0.026120676237114,0.0246195567581805,CTRL,0,0,A2,20231115_140043,window02.csv
0.1711742321282957,0.1164039141070943,0.0939793422125577,0.1065506931231312,0.1335281326447404,0.1078418048382712,0.1467790160369665,0.0909893992932862,0.1368578418048382,0.1593503669475401,0.103900516444686,0.1528268551236749,0.2485050285403642,0.3061979800091006,0.3649551428984905,0.317989549145922,0.2328126386227371,0.4366991107195955,0.4199048233936557,0.503804681466358,0.5023623716132549,0.4375706532324165,0.5674632602237236,0.5688489511427516,0.5092836074017333,0.627745624680093,0.5830121459739779,0.6968574650500982,0.7529412719518727,0.7938192206036729,0.824203741461515,0.8320375562519907,0.8250117039604039,0.8156434167635336,0.8163107007759444,0.8094673262137966,0.8062000386567457,0.7974574042804731,0.7864572729299458,0.8090756284212688,0.7890538968728988,0.7900284404248322,0.7788754601851593,0.7703908938060288,0.776222614009757,0.7785801288477939,0.7808119619636676,0.8022104427356154,0.8045942876293748,0.797984137068867,0.7930049152911074,0.7902975267049569,0.7863973177103786,0.7909233317111988,0.7774787834858505,0.7771855401102961,0.7688949008971109,0.7638505729238485,0.7490873937877247,0.7457505038834631,0.7347310561444836,0.7149062487139861,0.7008288560042042,0.6844025204652132,0.6576057641174982,0.631846451370188,0.5914008393719187,0.5601895489271145,0.5256622138541485,0.4817517545754017,0.4411665672087731,0.4033503851225866,0.3695048171630954,0.3414788510799487,0.3194828975151731,0.3015741757511731,0.2862739093291258,0.2692133330072661,0.2558987833875051,0.2437901647287215,0.2270714067286534,0.2087359961943718,0.1952358770099033,0.1817222940070887,0.171133727387059,0.1586666231746176,0.148271996368537,0.1403151789492178,0.1320952703431042,0.1237716346777228,CTRL,0,0,A2,20231115_165828,window00.csv
