,Spike-contrast (60.0 s),Spike-contrast (54.0 s),Spike-contrast (48.6 s),Spike-contrast (43.74 s),Spike-contrast (39.366 s),Spike-contrast (35.429 s),Spike-contrast (31.886 s),Spike-contrast (28.698 s),Spike-contrast (25.828 s),Spike-contrast (23.245 s),Spike-contrast (20.921 s),Spike-contrast (18.829 s),Spike-contrast (16.946 s),Spike-contrast (15.251 s),Spike-contrast (13.726 s),Spike-contrast (12.353 s),Spike-contrast (11.118 s),Spike-contrast (10.006 s),Spike-contrast (9.006 s),Spike-contrast (8.105 s),Spike-contrast (7.295 s),Spike-contrast (6.565 s),Spike-contrast (5.909 s),Spike-contrast (5.318 s),Spike-contrast (4.786 s),Spike-contrast (4.307 s),Spike-contrast (3.877 s),Spike-contrast (3.489 s),Spike-contrast (3.14 s),Spike-contrast (2.826 s),Spike-contrast (2.543 s),Spike-contrast (2.289 s),Spike-contrast (2.06 s),Spike-contrast (1.854 s),Spike-contrast (1.669 s),Spike-contrast (1.502 s),Spike-contrast (1.352 s),Spike-contrast (1.217 s),Spike-contrast (1.095 s),Spike-contrast (0.985 s),Spike-contrast (0.887 s),Spike-contrast (0.798 s),Spike-contrast (0.718 s),Spike-contrast (0.647 s),Spike-contrast (0.582 s),Spike-contrast (0.524 s),Spike-contrast (0.471 s),Spike-contrast (0.424 s),Spike-contrast (0.382 s),Spike-contrast (0.344 s),Spike-contrast (0.309 s),Spike-contrast (0.278 s),Spike-contrast (0.25 s),Spike-contrast (0.225 s),Spike-contrast (0.203 s),Spike-contrast (0.183 s),Spike-contrast (0.164 s),Spike-contrast (0.148 s),Spike-contrast (0.133 s),Spike-contrast (0.12 s)
0,0.020288501452885015,0.018269653052261747,0.013432835820895522,0.014938113529662825,0.02448484848484848,0.01126126126126126,0.012278630460448643,0.019831223628691986,0.019958847736625516,0.018724279835390947,0.016013257575757573,0.018295454545454542,0.017461197339246122,0.011952861952861953,0.009700665188470067,0.012650602409638553,0.014603870025556775,0.020454545454545458,0.01741511500547645,0.016098484848484848,0.016256684491978608,0.017019027484143766,0.014094432699083859,0.015673981191222573,0.0162138627655869,0.013565891472868219,0.01069214876033058,0.00777376033057851,0.010692148760330583,0.009504132231404963,0.007610192837465563,0.011027892561983468,0.009366391184573001,0.007050619834710743,0.005681818181818181,0.004993112947658397,0.006628787878787878,0.005165289256198342,0.0034090909090909063,0.00361570247933884,0.004235537190082641,0.001377410468319558,0.001411845730027547,0.001446280991735536,0.0014807162534435248,0.0030303030303030277,0.0014807162534435248,0.0015151515151515138,0.0014807162534435248,0.0014807162534435248,0.0014807162534435248,0.001446280991735536,0.0014807162534435248,0.0,0.0015151515151515138,0.0015151515151515138,0.0,0.0,0.0,0.0
