,Spike-contrast (120.0 s),Spike-contrast (108.0 s),Spike-contrast (97.2 s),Spike-contrast (87.48 s),Spike-contrast (78.732 s),Spike-contrast (70.859 s),Spike-contrast (63.773 s),Spike-contrast (57.396 s),Spike-contrast (51.656 s),Spike-contrast (46.49 s),Spike-contrast (41.841 s),Spike-contrast (37.657 s),Spike-contrast (33.892 s),Spike-contrast (30.502 s),Spike-contrast (27.452 s),Spike-contrast (24.707 s),Spike-contrast (22.236 s),Spike-contrast (20.013 s),Spike-contrast (18.011 s),Spike-contrast (16.21 s),Spike-contrast (14.589 s),Spike-contrast (13.13 s),Spike-contrast (11.817 s),Spike-contrast (10.636 s),Spike-contrast (9.572 s),Spike-contrast (8.615 s),Spike-contrast (7.753 s),Spike-contrast (6.978 s),Spike-contrast (6.28 s),Spike-contrast (5.652 s),Spike-contrast (5.087 s),Spike-contrast (4.578 s),Spike-contrast (4.12 s),Spike-contrast (3.708 s),Spike-contrast (3.338 s),Spike-contrast (3.004 s),Spike-contrast (2.703 s),Spike-contrast (2.433 s),Spike-contrast (2.19 s),Spike-contrast (1.971 s),Spike-contrast (1.774 s),Spike-contrast (1.596 s),Spike-contrast (1.437 s),Spike-contrast (1.293 s),Spike-contrast (1.164 s),Spike-contrast (1.047 s),Spike-contrast (0.943 s),Spike-contrast (0.848 s),Spike-contrast (0.764 s),Spike-contrast (0.687 s),Spike-contrast (0.618 s),Spike-contrast (0.557 s),Spike-contrast (0.501 s),Spike-contrast (0.451 s),Spike-contrast (0.406 s),Spike-contrast (0.365 s),Spike-contrast (0.329 s),Spike-contrast (0.296 s),Spike-contrast (0.266 s),Spike-contrast (0.24 s),Spike-contrast (0.216 s),Spike-contrast (0.194 s),Spike-contrast (0.175 s),Spike-contrast (0.157 s),Spike-contrast (0.141 s),Spike-contrast (0.127 s),Spike-contrast (0.115 s),Spike-contrast (0.103 s),Spike-contrast (0.093 s),Spike-contrast (0.084 s),Spike-contrast (0.075 s),Spike-contrast (0.068 s),Spike-contrast (0.061 s),Spike-contrast (0.055 s),Spike-contrast (0.049 s),Spike-contrast (0.044 s),Spike-contrast (0.04 s),Spike-contrast (0.036 s),Spike-contrast (0.032 s),Spike-contrast (0.029 s),Spike-contrast (0.026 s),Spike-contrast (0.024 s),Spike-contrast (0.021 s),Spike-contrast (0.019 s),Spike-contrast (0.017 s),Spike-contrast (0.015 s),Spike-contrast (0.014 s),Spike-contrast (0.013 s),Spike-contrast (0.011 s),Spike-contrast (0.01 s)
0,0.2694235588972431,0.24103114930182598,0.10232724668814894,0.19145417254313848,0.21895489052750536,0.13043807393650128,0.14725520553778276,0.13782152616161067,0.16933617271508006,0.14719023741833248,0.12212959036274493,0.14376007915753095,0.16169113466162363,0.10765527489144751,0.12287401183311439,0.09681585028459679,0.10719826414328439,0.10181381140164018,0.1705840028435139,0.18803448220091873,0.1670986020058356,0.17657144100932176,0.23950617615467237,0.26803133362878084,0.22397370993766325,0.3522314349896592,0.30603353609220385,0.3185552673543699,0.34066575572443003,0.3795182158167358,0.3904694250670522,0.37427934719482736,0.39109948868392613,0.42136175775474166,0.45224945078746254,0.4535025421764961,0.46844663506215173,0.44469367955295525,0.45939716528263064,0.44472550812803446,0.44315790884797607,0.4397641716514247,0.4411895469634737,0.4304998762544496,0.42684198947750784,0.4294988716960501,0.4228333056238188,0.41167107966425853,0.4144697499473406,0.40585992456817555,0.40288097137315493,0.39405170590724076,0.3883176996674999,0.38209950624301037,0.37613938515207157,0.3687368415070377,0.3689998511700458,0.3565678703262512,0.3462375543995276,0.3387037667310314,0.3315562283028424,0.32445413338983997,0.3150230571057073,0.30661323367922305,0.29827951521686935,0.27727553654736814,0.2687923771715959,0.25052505575568335,0.23813222312938848,0.22152457730348754,0.2045691718939823,0.19139371522253543,0.17978289200743833,0.17008329665997465,0.1610708378023982,0.15528915156115272,0.1491095380344712,0.14165908095388077,0.13461993175358222,0.12903229926212734,0.12351096981025185,0.11833782570760355,0.11313735586130859,0.10754608957734388,0.10451592640749743,0.10135134436435488,0.09801788993309148,0.0959816502024331,0.09395113378043851,0.09027644349993187
