,Spike-contrast (39.125 s),Spike-contrast (35.212 s),Spike-contrast (31.691 s),Spike-contrast (28.522 s),Spike-contrast (25.67 s),Spike-contrast (23.103 s),Spike-contrast (20.793 s),Spike-contrast (18.713 s),Spike-contrast (16.842 s),Spike-contrast (15.158 s),Spike-contrast (13.642 s),Spike-contrast (12.278 s),Spike-contrast (11.05 s),Spike-contrast (9.945 s),Spike-contrast (8.951 s),Spike-contrast (8.055 s),Spike-contrast (7.25 s),Spike-contrast (6.525 s),Spike-contrast (5.872 s),Spike-contrast (5.285 s),Spike-contrast (4.757 s),Spike-contrast (4.281 s),Spike-contrast (3.853 s),Spike-contrast (3.468 s),Spike-contrast (3.121 s),Spike-contrast (2.809 s),Spike-contrast (2.528 s),Spike-contrast (2.275 s),Spike-contrast (2.048 s),Spike-contrast (1.843 s),Spike-contrast (1.659 s),Spike-contrast (1.493 s),Spike-contrast (1.343 s),Spike-contrast (1.209 s),Spike-contrast (1.088 s),Spike-contrast (0.979 s),Spike-contrast (0.881 s),Spike-contrast (0.793 s),Spike-contrast (0.714 s),Spike-contrast (0.643 s),Spike-contrast (0.578 s),Spike-contrast (0.52 s),Spike-contrast (0.468 s),Spike-contrast (0.422 s),Spike-contrast (0.379 s),Spike-contrast (0.341 s),Spike-contrast (0.307 s),Spike-contrast (0.277 s),Spike-contrast (0.249 s),Spike-contrast (0.224 s),Spike-contrast (0.202 s),Spike-contrast (0.181 s),Spike-contrast (0.163 s),Spike-contrast (0.147 s),Spike-contrast (0.132 s),Spike-contrast (0.119 s),Spike-contrast (0.107 s),Spike-contrast (0.096 s),Spike-contrast (0.087 s),Spike-contrast (0.078 s),Spike-contrast (0.07 s),Spike-contrast (0.063 s),Spike-contrast (0.057 s),Spike-contrast (0.051 s),Spike-contrast (0.046 s),Spike-contrast (0.042 s),Spike-contrast (0.037 s),Spike-contrast (0.034 s),Spike-contrast (0.03 s),Spike-contrast (0.027 s),Spike-contrast (0.025 s),Spike-contrast (0.022 s),Spike-contrast (0.02 s),Spike-contrast (0.018 s),Spike-contrast (0.016 s),Spike-contrast (0.014 s),Spike-contrast (0.013 s),Spike-contrast (0.012 s),Spike-contrast (0.011 s)
0,0.14425602056210537,0.053165334972341736,0.03318992009834051,0.062049505503715706,0.10772755210370454,0.033650891210817456,0.07280549812817791,0.06202156786053529,0.09447114041459463,0.09711124769514444,0.08796166955355646,0.11786891657819747,0.12443426272559648,0.10384421970162597,0.14090350338045482,0.11715650667709672,0.1378722690953791,0.10966921830474381,0.17771134827065987,0.19534000111750574,0.19197351511426497,0.21376487679499356,0.22421355534447113,0.24298765156171426,0.26727943230709056,0.26266972118232107,0.3340952923222795,0.37970501605502305,0.4100694509789348,0.3968097538864008,0.42495667309916557,0.41803199693056614,0.43765459317747984,0.4498876314918684,0.45284067367990294,0.4290668406452333,0.4586776083830218,0.45513838959384423,0.479849998487733,0.48721295383992047,0.46709595440583296,0.4818992820571662,0.4781137586708591,0.4783003433021537,0.47019858100509815,0.4544884039769228,0.4401570183275996,0.4283878318641213,0.4086956067422146,0.3921431944127612,0.3729784140904595,0.3521629944100062,0.3331970624113314,0.31391575774923236,0.2916001883795369,0.27176075699049035,0.2512464976076007,0.2324764808745653,0.21327539145288255,0.19583702143762122,0.17996726207684668,0.16569319612976963,0.15286928280444012,0.14183250954719567,0.1303482609307946,0.12219230549678643,0.11482427849988622,0.10781243273641429,0.10263064929743776,0.09877292036564918,0.09427293269409491,0.08989212411733222,0.08759246868950729,0.08528384121227477,0.08354629808838054,0.08306092926642379,0.08125774172198516,0.08161673944820516,0.08262661216724589
