,Spike-contrast (30.5 s),Spike-contrast (27.45 s),Spike-contrast (24.705 s),Spike-contrast (22.234 s),Spike-contrast (20.011 s),Spike-contrast (18.01 s),Spike-contrast (16.209 s),Spike-contrast (14.588 s),Spike-contrast (13.129 s),Spike-contrast (11.816 s),Spike-contrast (10.635 s),Spike-contrast (9.571 s),Spike-contrast (8.614 s),Spike-contrast (7.753 s),Spike-contrast (6.977 s),Spike-contrast (6.28 s),Spike-contrast (5.652 s),Spike-contrast (5.087 s),Spike-contrast (4.578 s),Spike-contrast (4.12 s),Spike-contrast (3.708 s),Spike-contrast (3.337 s),Spike-contrast (3.004 s),Spike-contrast (2.703 s),Spike-contrast (2.433 s),Spike-contrast (2.19 s),Spike-contrast (1.971 s),Spike-contrast (1.774 s),Spike-contrast (1.596 s),Spike-contrast (1.437 s),Spike-contrast (1.293 s),Spike-contrast (1.164 s),Spike-contrast (1.047 s),Spike-contrast (0.943 s),Spike-contrast (0.848 s),Spike-contrast (0.763 s),Spike-contrast (0.687 s),Spike-contrast (0.618 s),Spike-contrast (0.557 s),Spike-contrast (0.501 s),Spike-contrast (0.451 s),Spike-contrast (0.406 s),Spike-contrast (0.365 s),Spike-contrast (0.329 s),Spike-contrast (0.296 s),Spike-contrast (0.266 s),Spike-contrast (0.24 s),Spike-contrast (0.216 s),Spike-contrast (0.194 s),Spike-contrast (0.175 s),Spike-contrast (0.157 s),Spike-contrast (0.141 s),Spike-contrast (0.127 s),Spike-contrast (0.115 s),Spike-contrast (0.103 s),Spike-contrast (0.093 s),Spike-contrast (0.084 s),Spike-contrast (0.075 s),Spike-contrast (0.068 s),Spike-contrast (0.061 s),Spike-contrast (0.055 s),Spike-contrast (0.049 s),Spike-contrast (0.044 s),Spike-contrast (0.04 s),Spike-contrast (0.036 s),Spike-contrast (0.032 s),Spike-contrast (0.029 s),Spike-contrast (0.026 s),Spike-contrast (0.024 s),Spike-contrast (0.021 s),Spike-contrast (0.019 s),Spike-contrast (0.017 s),Spike-contrast (0.015 s),Spike-contrast (0.014 s),Spike-contrast (0.013 s),Spike-contrast (0.011 s),Spike-contrast (0.01 s)
0,0.1432722954815324,0.07380788700706206,0.025467158302606086,0.08736953940378726,0.12139866258358853,0.0695894006624586,0.039060058746328355,0.1221798637585151,0.06687082057371414,0.13249171926754577,0.12992937941378663,0.04327854509093182,0.12525098602022391,0.12333604149740642,0.1860029800769031,0.1664706651970808,0.215272260477151,0.17420687771859894,0.17706763516347093,0.2149423625318648,0.2156971023441562,0.29696628050644475,0.39172738367561644,0.42793056917744887,0.43435639792286995,0.445752093715365,0.44313834228555016,0.46369698738196424,0.49515357773619156,0.5041002887406424,0.5006878671297175,0.4863286001114006,0.4940780161507498,0.4772760509907955,0.46763022059933307,0.4790364785173753,0.46975532971614176,0.45886208680790214,0.4370092548166342,0.4317857296433819,0.4102216875496957,0.40495493377696334,0.3784461806137272,0.3565916494195944,0.3364161777371594,0.32338698407573035,0.3078972345360569,0.30049881256705263,0.2857761361423547,0.2737668546954916,0.25917864876458024,0.24013975664850268,0.21690304720341366,0.20182999880569485,0.18455979302318637,0.16519179367804612,0.15307900131241797,0.14237854697883465,0.13402341214351188,0.12682483510145198,0.12071531225912964,0.11389136063110639,0.1087676440795367,0.10152121390850571,0.09527250510384767,0.08955168426973314,0.0834697987620891,0.07948583346453358,0.07602445146543986,0.07185885892495979,0.06866024630114055,0.06670600471800658,0.06442673677082005,0.062132246637924514,0.06325527643710444,0.0625093571148293,0.060456346822052136
