,Spike-contrast (99.125 s),Spike-contrast (89.212 s),Spike-contrast (80.291 s),Spike-contrast (72.262 s),Spike-contrast (65.036 s),Spike-contrast (58.532 s),Spike-contrast (52.679 s),Spike-contrast (47.411 s),Spike-contrast (42.67 s),Spike-contrast (38.403 s),Spike-contrast (34.563 s),Spike-contrast (31.106 s),Spike-contrast (27.996 s),Spike-contrast (25.196 s),Spike-contrast (22.677 s),Spike-contrast (20.409 s),Spike-contrast (18.368 s),Spike-contrast (16.531 s),Spike-contrast (14.878 s),Spike-contrast (13.39 s),Spike-contrast (12.051 s),Spike-contrast (10.846 s),Spike-contrast (9.762 s),Spike-contrast (8.785 s),Spike-contrast (7.907 s),Spike-contrast (7.116 s),Spike-contrast (6.405 s),Spike-contrast (5.764 s),Spike-contrast (5.188 s),Spike-contrast (4.669 s),Spike-contrast (4.202 s),Spike-contrast (3.782 s),Spike-contrast (3.404 s),Spike-contrast (3.063 s),Spike-contrast (2.757 s),Spike-contrast (2.481 s),Spike-contrast (2.233 s),Spike-contrast (2.01 s),Spike-contrast (1.809 s),Spike-contrast (1.628 s),Spike-contrast (1.465 s),Spike-contrast (1.319 s),Spike-contrast (1.187 s),Spike-contrast (1.068 s),Spike-contrast (0.961 s),Spike-contrast (0.865 s),Spike-contrast (0.779 s),Spike-contrast (0.701 s),Spike-contrast (0.631 s),Spike-contrast (0.568 s),Spike-contrast (0.511 s),Spike-contrast (0.46 s),Spike-contrast (0.414 s),Spike-contrast (0.372 s),Spike-contrast (0.335 s),Spike-contrast (0.302 s),Spike-contrast (0.271 s),Spike-contrast (0.244 s),Spike-contrast (0.22 s),Spike-contrast (0.198 s),Spike-contrast (0.178 s),Spike-contrast (0.16 s),Spike-contrast (0.144 s),Spike-contrast (0.13 s),Spike-contrast (0.117 s),Spike-contrast (0.105 s),Spike-contrast (0.095 s),Spike-contrast (0.085 s),Spike-contrast (0.077 s),Spike-contrast (0.069 s),Spike-contrast (0.062 s),Spike-contrast (0.056 s),Spike-contrast (0.05 s),Spike-contrast (0.045 s),Spike-contrast (0.041 s),Spike-contrast (0.037 s),Spike-contrast (0.033 s),Spike-contrast (0.03 s),Spike-contrast (0.027 s),Spike-contrast (0.024 s),Spike-contrast (0.022 s),Spike-contrast (0.019 s),Spike-contrast (0.018 s),Spike-contrast (0.016 s),Spike-contrast (0.014 s),Spike-contrast (0.013 s),Spike-contrast (0.012 s),Spike-contrast (0.01 s)
0,0.14268292682926828,0.0869047619047619,0.04085365853658537,0.03318815331010453,0.15012778930582535,0.04451219512195122,0.09645320984766538,0.09241033732009,0.10088293749147949,0.1541679205641285,0.1498493827643823,0.1097458409780785,0.15415165346569457,0.15350676992337783,0.17220350061948664,0.13230067370849374,0.1387737389194627,0.13786733310117247,0.1522830314743884,0.1652532320003217,0.18377907732867332,0.16909277324216246,0.15749647104602854,0.18382822896144307,0.18465173872237362,0.19579674677794823,0.2001190558249434,0.2172047033041759,0.25341443185714413,0.2432817653890825,0.2532559387945904,0.28574836099346035,0.28866392842690397,0.3047622211782743,0.3136387802649663,0.32206669604615895,0.3070229202700476,0.32326659393575286,0.32904121212293513,0.3366133111634522,0.351600839251674,0.3411888268079637,0.3330415271945327,0.3415938646579272,0.32065239022923997,0.33370133823261067,0.33164214053049396,0.3405025916884081,0.3314543285834839,0.33590139630138666,0.3227275897085762,0.31780612767113803,0.31063889813745654,0.30220185892816454,0.2961734398178494,0.2878652046845766,0.28121061276792597,0.27294098074599343,0.26808556948964474,0.2577875068759276,0.24959774606917412,0.24259152619905938,0.22959556967830486,0.21808212456940454,0.2070995379977076,0.19566118108166153,0.18329629465465294,0.17285511790130786,0.16321533965244225,0.15188747454911933,0.14261768327903124,0.1341330663836622,0.1258843394791682,0.11883031782502415,0.11332345894456099,0.10841677757310872,0.10216041393278087,0.097913941089733,0.093547742912314,0.08995581042555936,0.08736038637733659,0.08339459158302161,0.08169443878714919,0.07951179655383767,0.07781729914215843,0.07628919202998222,0.0752168203787563,0.07478182101051141
