,Spike-contrast (60.0 s),Spike-contrast (54.0 s),Spike-contrast (48.6 s),Spike-contrast (43.74 s),Spike-contrast (39.366 s),Spike-contrast (35.429 s),Spike-contrast (31.886 s),Spike-contrast (28.698 s),Spike-contrast (25.828 s),Spike-contrast (23.245 s),Spike-contrast (20.921 s),Spike-contrast (18.829 s),Spike-contrast (16.946 s),Spike-contrast (15.251 s),Spike-contrast (13.726 s),Spike-contrast (12.353 s),Spike-contrast (11.118 s),Spike-contrast (10.006 s),Spike-contrast (9.006 s),Spike-contrast (8.105 s),Spike-contrast (7.295 s),Spike-contrast (6.565 s),Spike-contrast (5.909 s),Spike-contrast (5.318 s),Spike-contrast (4.786 s),Spike-contrast (4.307 s),Spike-contrast (3.877 s),Spike-contrast (3.489 s),Spike-contrast (3.14 s),Spike-contrast (2.826 s),Spike-contrast (2.543 s),Spike-contrast (2.289 s),Spike-contrast (2.06 s),Spike-contrast (1.854 s),Spike-contrast (1.669 s),Spike-contrast (1.502 s),Spike-contrast (1.352 s),Spike-contrast (1.217 s),Spike-contrast (1.095 s),Spike-contrast (0.985 s),Spike-contrast (0.887 s),Spike-contrast (0.798 s),Spike-contrast (0.718 s),Spike-contrast (0.647 s),Spike-contrast (0.582 s),Spike-contrast (0.524 s),Spike-contrast (0.471 s),Spike-contrast (0.424 s),Spike-contrast (0.382 s),Spike-contrast (0.344 s),Spike-contrast (0.309 s),Spike-contrast (0.278 s),Spike-contrast (0.25 s),Spike-contrast (0.225 s),Spike-contrast (0.203 s),Spike-contrast (0.183 s),Spike-contrast (0.164 s),Spike-contrast (0.148 s),Spike-contrast (0.133 s),Spike-contrast (0.12 s),Spike-contrast (0.108 s),Spike-contrast (0.097 s),Spike-contrast (0.087 s),Spike-contrast (0.079 s),Spike-contrast (0.071 s),Spike-contrast (0.064 s),Spike-contrast (0.057 s),Spike-contrast (0.052 s),Spike-contrast (0.046 s),Spike-contrast (0.042 s),Spike-contrast (0.038 s),Spike-contrast (0.034 s),Spike-contrast (0.03 s),Spike-contrast (0.027 s),Spike-contrast (0.025 s),Spike-contrast (0.022 s),Spike-contrast (0.02 s),Spike-contrast (0.018 s),Spike-contrast (0.016 s),Spike-contrast (0.015 s),Spike-contrast (0.013 s),Spike-contrast (0.012 s),Spike-contrast (0.011 s)
0,0.15663169631544271,0.08266180122649637,0.01280979169834271,0.07987430946226749,0.10709036541482946,0.03809994425016471,0.09407784704272465,0.10295980943692666,0.06906644366732553,0.07314631797678779,0.07707414728092848,0.053291774365212104,0.07300694338857636,0.040443971415539,0.04435913030256956,0.0674319598601186,0.07954487861740409,0.06591150980690284,0.12387866808575339,0.13155694085449293,0.10013430642136739,0.09123967361005525,0.12950971092615868,0.1625308993152389,0.23448986478478215,0.3116269385984047,0.270307901801023,0.23699677160159982,0.26803959807184,0.3060431819474416,0.3694713960404574,0.46058061954227886,0.47829904620858166,0.5099549892939165,0.5099650854865352,0.49986210239645873,0.5149454262802916,0.4875403932021517,0.5023492547261547,0.4822300201920484,0.4755148020577015,0.4883121694161402,0.4677278944087289,0.46781558021259684,0.46932097457645494,0.45497315482650963,0.4388014174737841,0.4418335092358519,0.42777709194097047,0.41568965213554215,0.39903366596101636,0.3750364256730802,0.3548092515828114,0.3336284021806716,0.3199962064808157,0.3004571165199031,0.284089595646814,0.2645887612422297,0.2470950920823106,0.23212968163362857,0.21472629730129197,0.20029020669890366,0.1842525370231336,0.17082300936026668,0.15757348533458707,0.14648353639070827,0.13562894471915146,0.12680350070428073,0.11835689618697377,0.11133208252599573,0.10401018664063152,0.09680745122520211,0.09133943289353096,0.08542330787931865,0.08115136513417986,0.07637432115824301,0.07265075841878406,0.07017592964929532,0.06840848659451373,0.06882236119655678,0.06539123486051177,0.06596594886509168,0.06679204789054682
